text,topic,sentiment,annotator,confidence,match_key,match_text,source,date,channel,product,language,clean_text,match_score
morning is a holder of an account with bank im writing to convey my frustration due to the delayed payment of salary whereby my employer through the hr confirmed that a schedule of payment was already forwarded to bank but they are yet to credit my account with the salary for and all my attempts to get the issue resolved has become futile kindly assist,Customer Service,negative,annotator_1,high,morning is a holder of an account with bank im writing to convey my frustration due to the delayed payment of salary whereby my employer through the hr confirmed that a schedule of payment was already forwarded to bank but they are yet to credit my account with the salary for and all my attempts to get the issue resolved has become futile kindly assist,morning is a holder of an account with bank im writing to convey my frustration due to the delayed payment of salary whereby my employer through the hr confirmed that a schedule of payment was already forwarded to bank but they are yet to credit my account with the salary for and all my attempts to get the issue resolved has become futile kindly assist,CRM Tool,05/12/2025 00:00,Service Email,Salaries,english,morning is a holder of an account with bank im writing to convey my frustration due to the delayed payment of salary whereby my employer through the hr confirmed that a schedule of payment was already forwarded to bank but they are yet to credit my account with the salary for and all my attempts to get the issue resolved has become futile kindly assist,99.43820224719101
morning st of a customer transaction was made to my pay bill number of sh and since you were experiencing downtime and the app was not working i never received a confirmation message number is the amount was supposed to reflect on my account accountnumber look into it,Mobile Banking App,negative,annotator_1,high,morning st of a customer transaction was made to my pay bill number of sh and since you were experiencing downtime and the app was not working i never received a confirmation message number is the amount was supposed to reflect on my account accountnumber look into it,morning st of a customer transaction was made to my pay bill number of sh and since you were experiencing downtime and the app was not working i never received a confirmation message number is the amount was supposed to reflect on my account accountnumber look into it,CRM Tool,03/11/2025 00:00,Service Email,PWE/BILLER Transactions,english,morning st of a customer transaction was made to my pay bill number of sh and since you were experiencing downtime and the app was not working i never received a confirmation message number is the amount was supposed to reflect on my account accountnumber look into it,98.52941176470588
morning the bank statements id like to have them from upto now phone number for notifications is phone namei  name  as of dba llmname of llbname email you requested personal assistance from our online support center is a summary of your request and our response this issue is not resolved to your satisfaction you may reopen it by replying to this email within the next days you for allowing us to be of service to you pm name you for writing back to us and apologies for the challenge clear the otp kindly uninstall then install the app then retry the bank statement kindly share the period you wish to have the statement for the deposit message alerts please confirm which number should receive the alerts regards gesare mogusu pm you for your help so far im still unable to access my account either through the app or online time i attempt to reset my password a verification code is sent to my phone but when i enter it i receive an error message stating that the code is incorrect i would appreciate your immediate assistance in resolving this issue the meantime could you please help me access or have my bank statements sent directly to my email with the right code to access them why are direct deposit messages no longer being sent to my phone number you for your time and support regards namei  name  as of dba llmname of llbname email pm access the statement on the mobile appname by following below steps in to the appname select the account on the accounts part select view statement the date range then name download the statement click on the share icon at the top right corner of the viewed statement you have further queries feel free to engage us regards gesare mogusu am about accessing my bank statements i mean the ones sent to my email address last four digits of my account are not working namei  name  as of dba llmname of llbname email am you for reaching back help resolve the login issue please follow the steps below to your and tap on the to and tap  to the section select the app again and ensure all permissions and notifications are enabled done please try logging in again using your phone number and password free to let us know how it goes regards gesare mogusu pm attached screenshot thats the furthest i can get when i trying logging in it keeps prompting to contact customer support for verificatiom im also unable to acvess my monthly statements via the enetering the last four digits of my account number i need help with that too namei  name  as of dba llmname of llbname email am hope this email finds you well and in good health you for taking the time to write to us and our sincere apologies for the challenge you are currently having our review we can confirm that your is currently active and functioning as expected on our end this is not the case on your side kindly share with us a screenshot of the error message popping up on your phone while trying to access will help us conduct further checks and assist you more effectively you for banking with us you have any further questions or need additional assistance please do not hesitate to contact us regards gesare mogusu am im trying to access my account using the app and i just received a prompt that i need to be verified help from my iphone am,Mobile Banking App,negative,annotator_1,high,morning the bank statements id like to have them from upto now phone number for notifications is phone namei  name  as of dba llmname of llbname email you requested personal assistance from our online support center is a summary of your request and our response this issue is not resolved to your satisfaction you may reopen it by replying to this email within the next days you for allowing us to be of service to you pm name you for writing back to us and apologies for the challenge clear the otp kindly uninstall then install the app then retry the bank statement kindly share the period you wish to have the statement for the deposit message alerts please confirm which number should receive the alerts regards gesare mogusu pm you for your help so far im still unable to access my account either through the app or online time i attempt to reset my password a verification code is sent to my phone but when i enter it i receive an error message stating that the code is incorrect i would appreciate your immediate assistance in resolving this issue the meantime could you please help me access or have my bank statements sent directly to my email with the right code to access them why are direct deposit messages no longer being sent to my phone number you for your time and support regards namei  name  as of dba llmname of llbname email pm access the statement on the mobile appname by following below steps in to the appname select the account on the accounts part select view statement the date range then name download the statement click on the share icon at the top right corner of the viewed statement you have further queries feel free to engage us regards gesare mogusu am about accessing my bank statements i mean the ones sent to my email address last four digits of my account are not working namei  name  as of dba llmname of llbname email am you for reaching back help resolve the login issue please follow the steps below to your and tap on the to and tap  to the section select the app again and ensure all permissions and notifications are enabled done please try logging in again using your phone number and password free to let us know how it goes regards gesare mogusu pm attached screenshot thats the furthest i can get when i trying logging in it keeps prompting to contact customer support for verificatiom im also unable to acvess my monthly statements via the enetering the last four digits of my account number i need help with that too namei  name  as of dba llmname of llbname email am hope this email finds you well and in good health you for taking the time to write to us and our sincere apologies for the challenge you are currently having our review we can confirm that your is currently active and functioning as expected on our end this is not the case on your side kindly share with us a screenshot of the error message popping up on your phone while trying to access will help us conduct further checks and assist you more effectively you for banking with us you have any further questions or need additional assistance please do not hesitate to contact us regards gesare mogusu am im trying to access my account using the app and i just received a prompt that i need to be verified help from my iphone am,morning the bank statements id like to have them from upto now phone number for notifications is phone namei  name  as of dba llmname of llbname email you requested personal assistance from our online support center is a summary of your request and our response this issue is not resolved to your satisfaction you may reopen it by replying to this email within the next days you for allowing us to be of service to you pm name you for writing back to us and apologies for the challenge clear the otp kindly uninstall then install the app then retry the bank statement kindly share the period you wish to have the statement for the deposit message alerts please confirm which number should receive the alerts regards gesare mogusu pm you for your help so far im still unable to access my account either through the app or online time i attempt to reset my password a verification code is sent to my phone but when i enter it i receive an error message stating that the code is incorrect i would appreciate your immediate assistance in resolving this issue the meantime could you please help me access or have my bank statements sent directly to my email with the right code to access them why are direct deposit messages no longer being sent to my phone number you for your time and support regards namei  name  as of dba llmname of llbname email pm access the statement on the mobile appname by following below steps in to the appname select the account on the accounts part select view statement the date range then name download the statement click on the share icon at the top right corner of the viewed statement you have further queries feel free to engage us regards gesare mogusu am about accessing my bank statements i mean the ones sent to my email address last four digits of my account are not working namei  name  as of dba llmname of llbname email am you for reaching back help resolve the login issue please follow the steps below to your and tap on the to and tap  to the section select the app again and ensure all permissions and notifications are enabled done please try logging in again using your phone number and password free to let us know how it goes regards gesare mogusu pm attached screenshot thats the furthest i can get when i trying logging in it keeps prompting to contact customer support for verificatiom im also unable to acvess my monthly statements via the enetering the last four digits of my account number i need help with that too namei  name  as of dba llmname of llbname email am hope this email finds you well and in good health you for taking the time to write to us and our sincere apologies for the challenge you are currently having our review we can confirm that your is currently active and functioning as expected on our end this is not the case on your side kindly share with us a screenshot of the error message popping up on your phone while trying to access will help us conduct further checks and assist you more effectively you for banking with us you have any further questions or need additional assistance please do not hesitate to contact us regards gesare mogusu am im trying to access my account using the app and i just received a prompt that i need to be verified help from my iphone am,CRM Tool,06/11/2025 00:00,Service Email,Mobile,english,morning the bank statements id like to have them from upto now phone number for notifications is phone name name name name as of dba llm of llb email you requested personal assistance from our online support center is a summary of your request and our response this issue is not resolved to your satisfaction you may reopen it by replying to this email within the next days you for allowing us to be of service to you pm name you for writing back to us and apologies for the challenge clear the otp kindly uninstall then install the app then retry the bank statement kindly share the period you wish to have the statement for the deposit message alerts please confirm which number should receive the alerts regards gesare mogusu pm you for your help so far im still unable to access my account either through the app or online time i attempt to reset my password a verification code is sent to my phone but when i enter it i receive an error message stating that the code is incorrect i would appreciate your immediate assistance in resolving this issue the meantime could you please help me access or have my bank statements sent directly to my email with the right code to access them why are direct deposit messages no longer being sent to my phone number you for your time and support regards name name name name as of dba llm of llb email pm access the statement on the mobile appname by following below steps in to the appname select the account on the accounts part select view statement the date range then name download the statement click on the share icon at the top right corner of the viewed statement you have further queries feel free to engage us regards gesare mogusu am about accessing my bank statements i mean the ones sent to my email address last four digits of my account are not working name name name name as of dba llm of llb email am you for reaching back help resolve the login issue please follow the steps below to your and tap on the to and tap namename to the section select the app again and ensure all permissions and notifications are enabled done please try logging in again using your phone number and password free to let us know how it goes regards gesare mogusu pm attached screenshot thats the furthest i can get when i trying logging in it keeps prompting to contact customer support for verificatiom im also unable to acvess my monthly statements via the enetering the last four digits of my account number i need help with that too name name name name as of dba llm of llb email am hope this email finds you well and in good health you for taking the time to write to us and our sincere apologies for the challenge you are currently having our review we can confirm that your is currently active and functioning as expected on our end this is not the case on your side kindly share with us a screenshot of the error message popping up on your phone while trying to access will help us conduct further checks and assist you more effectively you for banking with us you have any further questions or need additional assistance please do not hesitate to contact us regards gesare mogusu am im trying to access my account using the app and i just received a prompt that i need to be verified help from my iphone am,96.41315671974996
most pathetic customer service reps ever starting from the guards,Customer Service,negative,annotator_1,high,most pathetic customer service reps ever starting from the guards,most pathetic customer service reps ever starting from the guards,Google Store,17/11/2025 00:00,google store reviews,ios mobile banking app,english,most pathetic customer service reps ever starting from the guards,100.0
my app aint opening,Mobile Banking App,negative,annotator_1,high,my app aint opening,my app aint opening,CRM Tool,01/11/2025 00:00,Service Email,Mobile,unknown,app aint opening,82.6086956521739
my app is not working,Mobile Banking App,negative,annotator_1,high,my app is not working,my app is not working,CRM Tool,05/12/2025 00:00,Service Email,Mobile,english,app is not working,91.30434782608697
my app is not working after login it says add account but trying to add account it declines please help number accountnumber idnumber,Mobile Banking App,negative,annotator_1,high,my app is not working after login it says add account but trying to add account it declines please help number accountnumber idnumber,my app is not working after login it says add account but trying to add account it declines please help number accountnumber idnumber,CRM Tool,10/11/2025 00:00,Service Email,Mobile,english,my app is not working after login it says add account but trying to add account it declines please help number accountnumber idnumber,100.0
my app is not working assistname you,Mobile Banking App,negative,annotator_1,high,my app is not working assistname you,my app is not working assistname you,CRM Tool,29/11/2025 00:00,Service Email,Mobile,english,my app is not working assistname you,100.0
my app is not working everytime i sign inwhatshould i do,Mobile Banking App,negative,annotator_1,high,my app is not working everytime i sign inwhatshould i do,my app is not working everytime i sign inwhatshould i do,CRM Tool,16/11/2025 00:00,Service Email,Mobile,english,app is not working everytime i sign inwhat i do,93.33333333333333
my app is not working i forgot my password name nameaccountnumber,Mobile Banking App,negative,annotator_1,high,my app is not working i forgot my password name nameaccountnumber,my app is not working i forgot my password name nameaccountnumber,CRM Tool,13/11/2025 00:00,Service Email,Mobile,english,my app is not working i forgot my password name nameaccountnumber,86.95652173913044
my app is not working it is experiencing some problems kindly help coz l really need to transcant,Mobile Banking App,negative,annotator_1,high,my app is not working it is experiencing some problems kindly help coz l really need to transcant,my app is not working it is experiencing some problems kindly help coz l really need to transcant,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,my app is not working it is experiencing some problems kindly help coz l really need to transcant,97.97979797979798
my app is not working kindly i need your help,Mobile Banking App,negative,annotator_1,high,my app is not working kindly i need your help,my app is not working kindly i need your help,CRM Tool,29/11/2025 00:00,Service Email,Mobile,english,app is not working kindly i need your help,95.74468085106383
my app is not working please do the needful,Mobile Banking App,negative,annotator_1,high,my app is not working please do the needful,my app is not working please do the needful,CRM Tool,11/11/2025 00:00,Service Email,Mobile,english,my app is not working please do the needful,100.0
my app is not working pm email wrote accountnumber pm email wrote,Mobile Banking App,negative,annotator_1,high,my app is not working pm email wrote accountnumber pm email wrote,my app is not working pm email wrote accountnumber pm email wrote,CRM Tool,20/11/2025 00:00,Service Email,Mobile,english,my app is not working pm email wrote accountnumber pm email wrote,97.01492537313433
my app is not working since yesterday i believe this was as a result of me adding another finger print on my device the password is not working help,Mobile Banking App,negative,annotator_1,high,my app is not working since yesterday i believe this was as a result of me adding another finger print on my device the password is not working help,my app is not working since yesterday i believe this was as a result of me adding another finger print on my device the password is not working help,CRM Tool,09/11/2025 00:00,Service Email,Mobile,english,my app is not working since yesterday i believe this was as a result of me adding another finger print on my device the password is not working help,97.36842105263158
my app not working,Mobile Banking App,negative,annotator_1,high,my app not working,my app not working,CRM Tool,22/11/2025 00:00,Service Email,Mobile,unknown,my app not working,90.0
my banking app is not working on th i went to oasis branch to reactivate my account but since now even if i sign in it cant show it tells me they cant access now,Mobile Banking App,negative,annotator_1,high,my banking app is not working on th i went to oasis branch to reactivate my account but since now even if i sign in it cant show it tells me they cant access now,my banking app is not working on th i went to oasis branch to reactivate my account but since now even if i sign in it cant show it tells me they cant access now,Google Store,15/10/2025 00:00,google store reviews,ios mobile banking app,english,my banking app is not working on th i went to oasis branch to reactivate my account but since now even if i sign in it cant show it tells me they cant access now,100.0
my end am able to see the allocated limits on both the one month and installement loans but very time i try to apply i get denied and receive the below message quotname application was unsuccessful visit your nearest branch or call our customer service on phone for more information nzfekebfquot now after receiving ur feedback i have tried and am still getting the failed message despite having a limit allocated loosing my phone and resseting the app at kimana branch that was not the casei have been using the one month and installment loans succesfully i find myself only able to get the merchant loan successfully organise conquer,Loans,negative,annotator_1,high,my end am able to see the allocated limits on both the one month and installement loans but very time i try to apply i get denied and receive the below message quotname application was unsuccessful visit your nearest branch or call our customer service on phone for more information nzfekebfquot now after receiving ur feedback i have tried and am still getting the failed message despite having a limit allocated loosing my phone and resseting the app at kimana branch that was not the casei have been using the one month and installment loans succesfully i find myself only able to get the merchant loan successfully organise conquer,my end am able to see the allocated limits on both the one month and installement loans but very time i try to apply i get denied and receive the below message quotname application was unsuccessful visit your nearest branch or call our customer service on phone for more information nzfekebfquot now after receiving ur feedback i have tried and am still getting the failed message despite having a limit allocated loosing my phone and resseting the app at kimana branch that was not the casei have been using the one month and installment loans succesfully i find myself only able to get the merchant loan successfully organise conquer,CRM Tool,05/11/2025 00:00,Service Email,One Month Loan,english,my end am able to see the allocated limits on both the one month and installement loans but very time i try to apply i get denied and receive the below message quotname application was unsuccessful visit your nearest branch or call our customer service on phone for more information nzfekebfquot now after receiving ur feedback i have tried and am still getting the failed message despite having a limit allocated loosing my phone and resseting the app at kimana branch that was not the casei have been using the one month and installment loans succesfully i find myself only able to get the merchant loan successfully organise conquer,99.68602825745683
my is account holder accountnumber i withdrew money from to my account and an email was sent that the money will be deposited that sameday since then no moneyhas been deposited into my account which is unusualbecause normally when i receive an email that the money will be deposited on a certaindate the money is deposited on that date ive attachedbelow the email that was sent received your request to withdraw funds from funds will be deposited in your bank account today requested late in the day or outside business hours typically arrive on the following business day certain cases a transaction may take longer than estimated you experience a delay of more than days contact us help,Acccount Issues,negative,annotator_1,high,my is account holder accountnumber i withdrew money from to my account and an email was sent that the money will be deposited that sameday since then no moneyhas been deposited into my account which is unusualbecause normally when i receive an email that the money will be deposited on a certaindate the money is deposited on that date ive attachedbelow the email that was sent received your request to withdraw funds from funds will be deposited in your bank account today requested late in the day or outside business hours typically arrive on the following business day certain cases a transaction may take longer than estimated you experience a delay of more than days contact us help,my is account holder accountnumber i withdrew money from to my account and an email was sent that the money will be deposited that sameday since then no moneyhas been deposited into my account which is unusualbecause normally when i receive an email that the money will be deposited on a certaindate the money is deposited on that date ive attachedbelow the email that was sent received your request to withdraw funds from funds will be deposited in your bank account today requested late in the day or outside business hours typically arrive on the following business day certain cases a transaction may take longer than estimated you experience a delay of more than days contact us help,CRM Tool,17/12/2025 00:00,Service Email,Hello Paisa,english,my is account holder accountnumber i withdrew money from to my account and an email was sent that the money will be deposited that same since then no money been deposited into my account which is unusual normally when i receive an email that the money will be deposited on a certain the money is deposited on that date ive attached the email that was sent received your request to withdraw funds from funds will be deposited in your bank account today requested late in the day or outside business hours typically arrive on the following business day certain cases a transaction may take longer than estimated you experience a delay of more than days contact us help,98.56733524355302
my is elimelech i have a complain on loan limit i have paid on time why is my limit has been lowered from to and i need to use that money,Loans,negative,annotator_1,high,my is elimelech i have a complain on loan limit i have paid on time why is my limit has been lowered from to and i need to use that money,my is elimelech i have a complain on loan limit i have paid on time why is my limit has been lowered from to and i need to use that money,CRM Tool,05/12/2025 00:00,Service Email,One Month Loan,english,my is elimelech i have a complain on loan limit i have paid on time why is my limit has been lowered from to and i need to use that money,98.56115107913669
my is i travelled to and i have an account but i dont have the bank card i only have the sim card but when i try to open the mobile app it is not working i was asking if you can help me,Mobile Banking App,negative,annotator_1,high,my is i travelled to and i have an account but i dont have the bank card i only have the sim card but when i try to open the mobile app it is not working i was asking if you can help me,my is i travelled to and i have an account but i dont have the bank card i only have the sim card but when i try to open the mobile app it is not working i was asking if you can help me,CRM Tool,20/11/2025 00:00,Service Email,Mobile,english,my is i travelled to and i have an account but i dont have the bank card i only have the sim card but when i try to open the mobile app it is not working i was asking if you can help me,100.0
my is willy nganga maina and am sending you this email to extend my frustrations and disappointments to you equity can my account oparating more than years never have a loan limit yet i do transactions now and thenwhats the reason of having you as my partners yet you cant assist me when am down or when my business is falling apart i want to know why and dont tell me its because of issues with other banks was a reason i chose you let me get your feedback maina,Loans,negative,annotator_1,high,my is willy nganga maina and am sending you this email to extend my frustrations and disappointments to you equity can my account oparating more than years never have a loan limit yet i do transactions now and thenwhats the reason of having you as my partners yet you cant assist me when am down or when my business is falling apart i want to know why and dont tell me its because of issues with other banks was a reason i chose you let me get your feedback maina,my is willy nganga maina and am sending you this email to extend my frustrations and disappointments to you equity can my account oparating more than years never have a loan limit yet i do transactions now and thenwhats the reason of having you as my partners yet you cant assist me when am down or when my business is falling apart i want to know why and dont tell me its because of issues with other banks was a reason i chose you let me get your feedback maina,CRM Tool,16/11/2025 00:00,Service Email,One Month Loan,english,my is willy nganga maina and am sending you this email to extend my frustrations and disappointments to you equity can my account oparating more than years never have a loan limit yet i do transactions now and thenwhats the reason of having you as my partners yet you cant assist me when am down or when my business is falling apart i want to know why and dont tell me its because of issues with other banks was a reason i chose you let me get your feedback maina,98.72068230277186
my mobile app is not working trying to install and fails,Mobile Banking App,negative,annotator_1,high,my mobile app is not working trying to install and fails,my mobile app is not working trying to install and fails,CRM Tool,20/11/2025 00:00,Service Email,Mobile,english,mobile app is not working trying to install and fails,96.55172413793103
my mobile banking app is not working from morning,Mobile Banking App,negative,annotator_1,high,my mobile banking app is not working from morning,my mobile banking app is not working from morning,CRM Tool,19/11/2025 00:00,Service Email,Mobile,english,my mobile banking app is not working from morning,96.07843137254902
my mobile banking app is not working what might be issue,Mobile Banking App,negative,annotator_1,high,my mobile banking app is not working what might be issue,my mobile banking app is not working what might be issue,CRM Tool,04/12/2025 00:00,Service Email,Mobile,english,mobile banking app is not working what might be issue,93.33333333333333
my mobile banking app is not working yet the line i registered with was lost and now i can access the mobile banking app for because the safaricom simcard i registered with was lost and am far away from am in please elias mwaura email wrote i have a question can my money be swept away when am saving from far away from kenya email wrote,Mobile Banking App,negative,annotator_1,high,my mobile banking app is not working yet the line i registered with was lost and now i can access the mobile banking app for because the safaricom simcard i registered with was lost and am far away from am in please elias mwaura email wrote i have a question can my money be swept away when am saving from far away from kenya email wrote,my mobile banking app is not working yet the line i registered with was lost and now i can access the mobile banking app for because the safaricom simcard i registered with was lost and am far away from am in please elias mwaura email wrote i have a question can my money be swept away when am saving from far away from kenya email wrote,CRM Tool,02/11/2025 00:00,Service Email,Mobile,english,my mobile banking app is not working yet the line i registered with was lost and now i can access the mobile banking app for because the safaricom simcard i registered with was lost and am far away from am in please elias mwaura email wrote i have a question can my money be swept away when am saving from far away from kenya email wrote,100.0
my names i have been transacting a lot of payments with you people but not real saving i have lately been thinking of a savings account so that i grow my account and borrow later i opened a classic savings account and chose first payment to be and the last payment to be since i want a short term saving to buy something i chose the payment frequency to be on a monthly basis but ive got some other money i want to savename problem sets in that i cant edit the payment frequency the app edit button is not working help me out,Mobile Banking App,negative,annotator_1,high,my names i have been transacting a lot of payments with you people but not real saving i have lately been thinking of a savings account so that i grow my account and borrow later i opened a classic savings account and chose first payment to be and the last payment to be since i want a short term saving to buy something i chose the payment frequency to be on a monthly basis but ive got some other money i want to savename problem sets in that i cant edit the payment frequency the app edit button is not working help me out,my names i have been transacting a lot of payments with you people but not real saving i have lately been thinking of a savings account so that i grow my account and borrow later i opened a classic savings account and chose first payment to be and the last payment to be since i want a short term saving to buy something i chose the payment frequency to be on a monthly basis but ive got some other money i want to savename problem sets in that i cant edit the payment frequency the app edit button is not working help me out,CRM Tool,12/11/2025 00:00,Service Email,Classic Save,english,my names i have been transacting a lot of payments with you people but not real saving i have lately been thinking of a savings account so that i grow my account and borrow later i opened a classic savings account and chose first payment to be and the last payment to be since i want a short term saving to buy something i chose the payment frequency to be on a monthly basis but ive got some other money i want to savename problem sets in that i cant edit the payment frequency the app edit button is not working help me out,99.24098671726756
my password is not changing is so frustrating,Mobile Banking App,negative,annotator_1,high,my password is not changing is so frustrating,my password is not changing is so frustrating,CRM Tool,03/11/2025 00:00,Service Email,Mobile,english,password is not changing is so frustrating,95.74468085106383
name  email wrote name i paid your loan and cleared my account from crb later forwarded my details again to crb claiming that i have a load of kes then i have never even used your bank again did i take the loan of kes and why did you forward my details to crb i need my details to be forwarded to crb for clearance by cob today close this accounti no longer need it email wrote,Loans,negative,annotator_1,high,name  email wrote name i paid your loan and cleared my account from crb later forwarded my details again to crb claiming that i have a load of kes then i have never even used your bank again did i take the loan of kes and why did you forward my details to crb i need my details to be forwarded to crb for clearance by cob today close this accounti no longer need it email wrote,name  email wrote name i paid your loan and cleared my account from crb later forwarded my details again to crb claiming that i have a load of kes then i have never even used your bank again did i take the loan of kes and why did you forward my details to crb i need my details to be forwarded to crb for clearance by cob today close this accounti no longer need it email wrote,CRM Tool,06/11/2025 00:00,Service Email,Credit CRB,english,name charity kiilu email wrote name i paid your loan and cleared my account from crb later forwarded my details again to crb claiming that i have a load of kes then i have never even used your bank again did i take the loan of kes and why did you forward my details to crb i need my details to be forwarded to crb for clearance by cob today close this accounti no longer need it email wrote,95.18987341772151
name afternoon of id idnumber a member of bank  branch am so frustrated by bank  branch crediting manager by the  i have made several attempts regarding salary advance top up due to medical issues but she has refused to offer assistant instate she has created enemity plus she a triblist am a kalenjin but once i entered her office she started by speaking to me in kikuyu names a time early last year she also refused to assist me until i decided to seek assistant from branch managerwhere branch manager assisted me thats a kind of branch crediting manager branch have i humbly request for head office intervention to rescue customers like me she is so rude speaking arrogant about her workmate i kindly request for transfer of my account to another branch within where i may be assisted i have a sick patient who needed some amount but for reason unknown to from crediting manager i feel has let me down,Customer Service,negative,annotator_1,high,name afternoon of id idnumber a member of bank  branch am so frustrated by bank  branch crediting manager by the  i have made several attempts regarding salary advance top up due to medical issues but she has refused to offer assistant instate she has created enemity plus she a triblist am a kalenjin but once i entered her office she started by speaking to me in kikuyu names a time early last year she also refused to assist me until i decided to seek assistant from branch managerwhere branch manager assisted me thats a kind of branch crediting manager branch have i humbly request for head office intervention to rescue customers like me she is so rude speaking arrogant about her workmate i kindly request for transfer of my account to another branch within where i may be assisted i have a sick patient who needed some amount but for reason unknown to from crediting manager i feel has let me down,name afternoon of id idnumber a member of bank  branch am so frustrated by bank  branch crediting manager by the  i have made several attempts regarding salary advance top up due to medical issues but she has refused to offer assistant instate she has created enemity plus she a triblist am a kalenjin but once i entered her office she started by speaking to me in kikuyu names a time early last year she also refused to assist me until i decided to seek assistant from branch managerwhere branch manager assisted me thats a kind of branch crediting manager branch have i humbly request for head office intervention to rescue customers like me she is so rude speaking arrogant about her workmate i kindly request for transfer of my account to another branch within where i may be assisted i have a sick patient who needed some amount but for reason unknown to from crediting manager i feel has let me down,CRM Tool,01/12/2025 00:00,Service Email,Salary advance,english,afternoonam gladys jemutai of id idnumber a member of bank nyeri branch am so frustrated by bank nyeri branch crediting manager by the mercy i have made several attempts regarding salary advance top up due to medical issues but she has refused to offer assistant instate she has created enemity plus she a triblist am a kalenjin but once i entered her office she started by speaking to me in kikuyu names a time early last year she also refused to assist me until i decided to seek assistant from branch managerwhere branch manager assisted me thats a kind of branch crediting manager nyeri branch have i humbly request for head office intervention to rescue customers like me she is so rude speaking arrogant about her workmate i kindly request for transfer of my account to another branch within where i may be assisted i have a sick patient who needed some amount but for reason unknown to from nyeri crediting manager by the mercy i feel has let me down,96.46680942184153
name am trying to open mobile banking it not working how can you help me coz i want to use the app to send money,Mobile Banking App,negative,annotator_1,high,name am trying to open mobile banking it not working how can you help me coz i want to use the app to send money,name am trying to open mobile banking it not working how can you help me coz i want to use the app to send money,CRM Tool,12/11/2025 00:00,Service Email,Mobile,english,am trying to open mobile banking it not working how can you help me coz i want to use the app to send money,98.24561403508771
name am trying to sign in at equity phone app but it is not working how do i go about it,Mobile Banking App,negative,annotator_1,high,name am trying to sign in at equity phone app but it is not working how do i go about it,name am trying to sign in at equity phone app but it is not working how do i go about it,CRM Tool,01/11/2025 00:00,Service Email,Mobile,english,am trying to sign in at equity phone app but it is not working how do i go about it,95.65217391304348
name am trying to sign in my account and its not working l lost my phone now am trying using the app with my new onekindly help,Mobile Banking App,negative,annotator_1,high,name am trying to sign in my account and its not working l lost my phone now am trying using the app with my new onekindly help,name am trying to sign in my account and its not working l lost my phone now am trying using the app with my new onekindly help,CRM Tool,07/11/2025 00:00,Service Email,Mobile,english,am trying to sign in my account and its not working l lost my phone now am trying using the app with my new onekindly help,98.44961240310077
name am trying to sign in on my app but its not working,Mobile Banking App,negative,annotator_1,high,name am trying to sign in on my app but its not working,name am trying to sign in on my app but its not working,CRM Tool,20/11/2025 00:00,Service Email,Mobile,unknown,am trying to sign in on my app but its not working,93.22033898305084
name am trying to sign in to my app and resetting the password but its not working kindly help account number is,Mobile Banking App,negative,annotator_1,high,name am trying to sign in to my app and resetting the password but its not working kindly help account number is,name am trying to sign in to my app and resetting the password but its not working kindly help account number is,CRM Tool,02/11/2025 00:00,Service Email,Mobile,english,am trying to sign in to my app and resetting the password but its not working kindly help account number is,98.24561403508771
name am unable to log in to my bank account via the app but am unable trying to key in the otp but its not working,Mobile Banking App,negative,annotator_1,high,name am unable to log in to my bank account via the app but am unable trying to key in the otp but its not working,name am unable to log in to my bank account via the app but am unable trying to key in the otp but its not working,CRM Tool,24/11/2025 00:00,Service Email,Mobile,english,am unable to log in to my bank account via the app but am unable trying to key in the otp but its not working,96.61016949152543
name and good afternooni was receiving k as loan but unfortunately being put on crb without my consent by unknown destination namet get loan and i was paying on timeanywaythat not the case have seen being on crb am not qualified,Loans,negative,annotator_1,high,name and good afternooni was receiving k as loan but unfortunately being put on crb without my consent by unknown destination namet get loan and i was paying on timeanywaythat not the case have seen being on crb am not qualified,name and good afternooni was receiving k as loan but unfortunately being put on crb without my consent by unknown destination namet get loan and i was paying on timeanywaythat not the case have seen being on crb am not qualified,CRM Tool,06/11/2025 00:00,Service Email,SME/Business Loans,english,and good afternooni was receiving k as loan but unfortunately being put on crb without my consent by unknown destination namet get loan and i was paying on timeanywaythat not the case have seen being on crb am not qualified,98.69565217391305
